smiles,idx,min_dist_w_bond,min_dist_wo_bond,num_atoms,flag
O=Cc1cc(N=C(O)C)cc(c1)B(O)O,119750,0.9369995594024658,0.6783580183982849,25,train
Clc1ncc(c(c1)C(=O)O)B(O)O,121352,0.9369996786117554,0.527466356754303,18,train
Brc1ccc(c(c1)N)B(O)O,122668,0.9699997901916504,0.7433079481124878,18,train
[2H]C(C(C(O)([2H])[2H])([2H])[2H])(O[Si](C(C)(C)C)(C)C)[2H],130519,0.9700000286102295,0.49328726530075073,34,train
[2H]C(C(C([2H])([2H])[2H])(N(C(C([2H])([2H])[2H])(C([2H])([2H])[2H])[2H])[2H])[2H])[2H],130530,1.0199999809265137,0.6531975865364075,22,train
[2H]OC(C(O[Si](C(C)(C)C)(C)C)([2H])[2H])(C([2H])([2H])[2H])C,130562,1.0,0.6701949834823608,37,train
C[C@H](B1O[C@@H]2[C@@](O1)(C)[C@H]1C[C@H](C2)C1(C)C)N,131262,1.0199998617172241,0.47970402240753174,38,train
OB(c1c2cccc1N2C(C=C)(O)O)O,131378,0.9369999766349792,0.9369999766349792,25,train
[2H]SC(C(C(=NC(C(=O)O)([2H])[2H])O)(C)[2H])[2H],131625,1.0,0.8982921242713928,22,train
CCCC(C([2H])([2H])[2H])(C(C(C)C)NC(=O)O)CO,131632,1.0,0.4924571216106415,38,train
OB(c1ccccc1)OC(C(C)C)(C(C)C)O,131663,0.9999998211860657,0.7348456382751465,38,train
[2H]C1([2H])C([2H])(S)C([2H])([2H])C(NC1(C)C)(C)C,133019,1.0199999809265137,0.8101072311401367,30,train
[2H]C(C(C([2H])([2H])[2H])(CC(C#CC(CC(C([2H])([2H])[2H])(C([2H])([2H])[2H])[2H])(O)C)(O)C)[2H])([2H])[2H],133020,1.0,0.7348471283912659,42,train
[2H]C(C(C(C(n1ccc2c1cccc2)([2H])[2H])([2H])[2H])([2H])[2H])(C([2H])([2H])[2H])[2H],133098,1.0319997072219849,0.7348487377166748,31,train
[2H]C(C(C(C([C@@H](C(=O)O)N)([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H],133124,0.9999997019767761,0.778891384601593,22,train
[2H]C(C(C([2H])([2H])[2H])(N=C(Oc1ccccc1)O)[2H])([2H])[2H],133263,1.0,0.7414640188217163,26,train
CCC(N(C([2H])([2H])[2H])CC)C(=O)c1ccccc1,133265,1.0699998140335083,0.6976181268692017,34,train
CCOC(=O)CCC(N=C(OC)O)C=[13C]([2H])[2H],133313,0.9369998574256897,0.5846455097198486,32,train
COc1cc(ccc1O)N=C(C([2H])([2H])[2H])O,133328,0.9370000958442688,0.5937153697013855,24,train
[2H]C(C(C([C@@]([C@@](C(O)([2H])[2H])(O)[2H])(O)[2H])(O)[2H])(O)[2H])(O)[2H],133337,0.9699997305870056,0.8286563158035278,26,train
C=CCCCC(=O)CCC(C(C([2H])([2H])[2H])(O)[2H])([2H])[2H],133373,0.9699999094009399,0.7348487377166748,33,train
OC12C[C@@H]3C[C@H](C1)CC(C2)(C3)C(C([2H])([2H])[2H])(N)[2H],133383,0.9999998807907104,0.333250492811203,35,train
O[C@H]1C[C@H]2C([C@@]1(C)[C@@](C2)(O)C([2H])([2H])[2H])(C)C,133403,0.9999999403953552,0.6830020546913147,33,train
O[C@@H]1C[C@]2(C([C@H]1C[C@]2(O)C([2H])([2H])[2H])(C)C)C,133405,1.0,0.7173957228660583,33,train
O[C@@H]1[C@H]2CC[C@]([C@@]1(O)C([2H])([2H])[2H])(C2(C)C)C,133407,0.9999999403953552,0.7368568778038025,33,train
CC(CC(C(OC(=N)O)([2H])[2H])(C(OC(=N)O)([2H])[2H])C)O,133417,0.9999998807907104,0.7348498702049255,34,train
CCN(C(C(c1c[nH]c2c1c(O)ccc2)([2H])[2H])([2H])[2H])CC,133426,0.937000036239624,0.3945859372615814,37,train
CCC(B1OCC(CO1)(C)C)(CC)CC,138199,1.0699996948242188,0.7348566055297852,40,train
CCCC(C(=O)O)(CCCCB(O)O)N,143379,1.0,0.778891384601593,35,train
[2H]c1c([2H])c([2H])c(c(c1C(=O)N(C)C)[2H])[2H],145125,1.0699998140335083,0.7590885162353516,22,train
CCN(CCNCC(=O)N[B])CC,145507,0.9844999313354492,0.6531903743743896,31,train
[2H]c1c([2H])c([2H])c(c(c1[2H])[2H])C(=Nc1ccccc1)O,146366,1.0,0.5180029273033142,26,train
O=C1CCCC2(C1=Cc1ccccc1O2)[2H],146662,1.0699996948242188,0.5268725752830505,27,train
CC(b1ccn(cc1)C(C)(C)C)(C)C,147203,1.0699998140335083,0.7311477065086365,40,train
Clc1ncc(c(n1)C)B(O)O,151809,0.9699999094009399,0.6569151878356934,17,train
CC(N1C(=O)C=CC1=O)C(=NN)O.Cl,151983,1.0,0.19262991845607758,24,train
[SeH]CC(CN(C)C)O,152252,1.0,0.6976181864738464,21,train
[SeH]CC(CN(CC)CC)O,152253,0.9999998807907104,0.6532069444656372,27,train
Cn1ccnc1[Se]c1nccn1C,153971,1.0699999332427979,0.7034872770309448,23,train
CC(NB(N(C(C)C)C(C)C)C1=CC=CC1)C,157832,1.0199999809265137,0.6532068252563477,44,train
COC(OC)(OC)[GeH3],161397,1.0699999332427979,0.5715416669845581,20,train
CB1OB(C2C1CCCC2)C,163672,1.0699998140335083,0.4303949177265167,27,train
CCb1n(C)b(Cl)n(b(n1C)Cl)C,167068,1.0699998140335083,0.8095180988311768,27,train
CB(N(B(C)C)B(C)C)C,171252,1.0699998140335083,0.16297128796577454,28,train
CC(N(B(N(C(C)C)C(C)C)C#N)C(C)C)C,174034,1.0699996948242188,0.16229860484600067,45,train
CCB(N(C(C)(C)C)B(C(C)(C)C)CC)CC,178086,1.0699998140335083,0.5918632745742798,50,train
COc1ccccc1OC(C(C(O)([2H])[2H])(O)[2H])([2H])[2H],180274,0.9999999403953552,0.7232648134231567,28,train
[2H]C(N(C(C(c1ccccc1)O)C)CC)([2H])[2H],180361,0.9700000286102295,0.4193280339241028,33,train
CC(N(C(C(C([2H])([2H])[2H])([2H])[2H])C(C([2H])([2H])[2H])([2H])[2H])C(C)C)C,180377,1.0699996948242188,0.6531943082809448,37,train
OC(=O)C(C(C(N)([2H])[2H])([2H])[2H])(N)[2H],180432,0.937000036239624,0.8164989948272705,18,train
[2H]C(C(C([2H])([2H])[2H])(C([2H])([2H])[2H])NC(C(=O)c1ccccc1)C)([2H])[2H],180445,1.0199998617172241,0.5796427130699158,34,train
[2H]c1c(NC(=N)NC(=N)N)c([2H])c(c(c1[2H])Cl)[2H],180500,0.9844999313354492,0.8387159109115601,24,train
CC(N=C(OC(C)(C)C)O)COC([2H])([2H])[2H],180533,0.9999999403953552,0.3618767261505127,32,train
[2H]C1([2H])C(C1([2H])[2H])(C#C)O[Si](C(C)(C)C)(C)C,180538,0.9940000772476196,0.2973722815513611,33,train
[2H]C1([2H])CC(O)CC(C1([2H])N=C(OC(C)(C)C)O)([2H])[2H],180539,0.9369999766349792,0.3681683838367462,36,train
O=C(N1CCN(CC1)C(C([2H])([2H])[2H])([2H])[2H])OC(C)(C)C,180558,1.0699996948242188,0.7311479449272156,37,train
[2H]C(C(C(=O)O)(N=C(OC(C)(C)C)O)[2H])([2H])[2H],180560,0.9369997978210449,0.36186960339546204,28,train
[2H]C(C(C(C)([2H])[2H])(N)[2H])(C)[2H],180599,1.0200001001358032,0.7348493933677673,19,train
[2H]C(n1c(O)nc(c(c1=O)N=C(OCC)O)N)([2H])[2H],180623,0.9369998574256897,0.10582452267408371,28,train
CC(=Nc1ccc(cc1)N=C(N(C([2H])([2H])[2H])C([2H])([2H])[2H])C)O,180672,0.9369999170303345,0.4137799143791199,33,train
OC(=O)c1ccc(cc1)N=C(C([2H])([2H])[2H])O,180688,0.937000036239624,0.5981339812278748,22,train
[2H]C(C(N=C(S)S)([2H])[2H])(N=C(S)S)[2H],180702,1.0700000524520874,0.5652220845222473,18,train
[2H]c1cc(O)cc(c1C(CC(C)(C)C)(C)C)[2H],180704,0.9370000958442688,0.7348423004150391,37,train
CCC(c1c([2H])cc(cc1[2H])O)(CCC(C)C)C,180705,1.0000001192092896,0.7348579168319702,40,train
[2H]C(C(C(N)([2H])[2H])([2H])[2H])(C(C(C(N)([2H])[2H])([2H])[2H])([2H])[2H])[2H],180796,1.0199998617172241,0.7788895964622498,24,train
O=C(OC(C([2H])([2H])[2H])([2H])[2H])OC([2H])([2H])[2H],180827,1.0699998140335083,0.48010313510894775,15,train
CCN(CC(O)([2H])[2H])CC(O)([2H])[2H],180841,0.9699999094009399,0.6531903147697449,24,train
[2H]C(C(C(N)([2H])[2H])([2H])[2H])([C@@H](C(=O)O)N)[2H],180847,1.0,0.5354114174842834,21,train
[2H]C(CN(CC(O)([2H])[2H])C)(O)[2H],180906,0.9999998807907104,0.7533809542655945,21,train
[2H]C(C(C([2H])([2H])[2H])(C[C@@H](C(=O)O)N)[2H])([2H])[2H],180935,1.0,0.7788889408111572,22,train
[2H]c1c([2H])c([2H])c(c2c1c([2H])c([2H])c(c2N([2H])[2H])[2H])N([2H])[2H],180977,1.0199997425079346,0.8894587755203247,22,train
OC(=O)C(C(C(C(C([2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])(C(C([2H])([2H])[2H])([2H])[2H])[2H],181009,0.9369999766349792,0.7348487377166748,26,train
[2H]C(C(O)([2H])[2H])(OC(C(O)([2H])[2H])([2H])[2H])[2H],181070,0.9699999690055847,1.4745374755875673e-05,17,train
[2H]C([C@@H](C(=O)O)N)C(C)C,181135,1.0,0.6576014161109924,22,train
[2H]C(C(C(C(C([2H])([2H])[2H])(C([2H])([2H])[2H])O)([2H])[2H])(O)[2H])([2H])[2H],181140,0.9699999690055847,0.8286563158035278,22,train
[2H]C(C(C(O)([2H])[2H])(O)[2H])(OCc1ccccc1)[2H],181244,0.9699999094009399,0.4924432039260864,27,train
[2H]C(C(C(C(C(=O)O)([2H])[2H])([2H])[2H])([2H])[2H])(C(C(C(C(C(=O)O)([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])[2H],181260,1.0,0.7348487377166748,32,train
[2H]C(C(C(C(=O)O)([2H])[2H])([2H])[2H])(C(C(C(=O)O)([2H])[2H])([2H])[2H])[2H],181263,0.9999998211860657,0.6576101183891296,23,train
CC(=N[C@@](C(C(=O)O)([2H])[2H])(C(=O)O)[2H])O,181264,0.9369999766349792,0.7465634346008301,21,train
[2H]C(C(C(N)([2H])[2H])([2H])[2H])(C(N)([2H])[2H])[2H],181276,1.0199999809265137,0.7788894176483154,18,train
OC(=O)[C@](C(C([2H])([2H])[2H])(C([2H])([2H])[2H])[2H])(N=C(OC(C)(C)C)O)[2H],181287,1.0,0.49240443110466003,34,train
[2H]Oc1c([2H])c([2H])c(c(c1[2H])[2H])/C(=C(\C(=O)O[2H])/C#N)/[2H],181356,1.0,0.46145182847976685,21,train
OC(=N)NC(C(C[C@@H](C(=O)O)N)([2H])[2H])([2H])[2H],181370,0.9999998807907104,0.7788913249969482,25,train
[2H]/C(=C(/C#N)\[2H])/S/C(=C(\C#N)/[2H])/[2H],183024,1.0699999332427979,0.05500706657767296,13,train
Clc1ccc(c(c1)c1ccnn1C)B(O)O,184365,1.0,0.6023879647254944,26,train
COc1cc(ccc1B(O)O)C(=O)N(C)C,193700,0.9699998497962952,0.7576131224632263,30,train
Fc1ccc(c(c1)F)c1n[nH]cc1B(O)O,196132,0.9999995231628418,0.6232940554618835,23,train
N#Cc1cnc(c(c1Cl)B(C)C)C(C)C,196826,1.0699998140335083,0.6197443604469299,29,train
COC(C(Oc1ccc(cc1)B(O)O)(C)C)C,199529,0.9700000286102295,0.6683223843574524,36,train
N#Cc1cc(ccc1Oc1ccccc1)B(O)O,210044,0.9699998497962952,0.4808533787727356,28,train
CCCCOc1cccc(c1B(O)O)N(C)C,211529,0.9699997305870056,0.7348237037658691,37,train
CCCCCC(c1ccccc1OB(O)O)O,218193,0.9999998211860657,0.538400411605835,36,train
OB(N=C(C(=C)c1ccccc1)O)O,219592,0.9369997978210449,0.4221116304397583,24,train
CCc1c(cccc1CC)OB(O)O,226395,0.9999999403953552,0.4402730464935303,29,train
C=CCN(CC=C)CCOB1OCCCO1,227611,1.031999945640564,0.8524925112724304,36,train
COC(=O)N1CCC[C@@]1(C)C(=O)O.Cl,231123,1.0000001192092896,0.1921101063489914,28,train
CC1=CC2C(=C1)[Si](N(B2C)C(C)(C)C)(C)C,246431,1.0699998140335083,0.833502471446991,40,train
CC(CC(C(=O)N1CCCC1B(O)O)(C)C)C,252226,0.9699999690055847,0.7348435521125793,41,train
CCCOC(Oc1cccc(c1)OB(O)O)C,252520,0.9699999690055847,0.3704583942890167,34,train
CCCCSc1ccccc1OB(O)O,252582,0.9999999403953552,0.5676271319389343,30,train
CCOCCOCc1ccc(cc1)OB(O)O,252618,0.9699996709823608,0.7863072752952576,34,train
CCCOC(Oc1ccccc1OB(O)O)C,252619,0.9699998497962952,0.4600013196468353,34,train
COc1ccc2c(c1)c(ccc2)OB(O)O,252962,0.9699997305870056,0.7076405882835388,27,train
CB1OC2C(=C3C(C2)C=CC=C3)N1,261907,0.9845001101493835,0.8493123054504395,25,train
CC(B(OC(C)C)OCc1ccccc1)C,265371,1.0319998264312744,0.695729672908783,37,train
N#Cc1cccc2c1C1=CC=CCC1=N2,265438,1.046293020248413,0.6400836706161499,23,train
C=CCOc1ccccc1OB(O)O,266165,0.9699998497962952,0.5251254439353943,25,train
Fc1cccc(c1)c1ccccc1B(O)O,269875,0.9699999690055847,0.6044408679008484,26,train
CC(CC(C(C)(C)C)b1cccc[nH]1)(C)C,272929,1.0200001001358032,0.45000186562538147,46,train
OB(c1ccccc1)OCN(C(C)C)C(C)C,274272,0.9999998807907104,0.6532068848609924,39,train
COCCOC(=O)c1ccc(c(c1)B(O)O)N,277260,0.9699997901916504,0.7429424524307251,31,train
CC(N(B1C=CC2=C(C1)CCCC2)C(C)C)C,278591,1.0699995756149292,0.653195858001709,43,train
OB(Oc1ccccc1N=C(O)C)O,279217,0.9369999766349792,0.5471397638320923,24,train
CCCCOc1cccc(c1)OB(O)O,282213,0.9699999094009399,0.7863070964813232,30,train
CCCCc1cccc(c1)OB(O)O,282333,0.9699996709823608,0.7863073348999023,29,train
CCCOC(Oc1ccc(cc1)OB(O)O)C,283417,0.9700000286102295,0.6354803442955017,34,train
CCc1cc(ccc1CC)OB(O)O,283447,0.9699998497962952,0.7822189927101135,29,train
CCc1ccc(c2c1cccc2)OB(O)O,284814,0.9700000286102295,0.7084781527519226,29,train
OB(N=C1CC=CN=C1)O,287683,0.9699999094009399,0.7717967629432678,17,train
OB(c1occc1CN=C(OC(C)(C)C)O)O,288444,0.937000036239624,0.44299283623695374,33,train
OB(C(=C1CCCCC1)B(O)O)O,293633,0.9999998211860657,0.8856604695320129,27,train
CCCCc1cc(ccc1C)OB(O)O,294545,0.9699997305870056,0.7822189927101135,32,train
CCCCc1cc(C)ccc1OB(O)O,294546,0.9700000882148743,0.4220086634159088,32,train
CCN(c1nccc(c1B(O)O)CC)C,296894,1.0,0.5900776386260986,32,train
N#CC1(CC1)c1ccc(cn1)OB(O)O,302747,0.9699998497962952,0.786307156085968,24,train
Fc1ccc(cc1)OB(c1ccccc1)O,307913,0.9999997615814209,0.6799331903457642,26,train
CCc1ccc(cc1)B(OC(=O)O)O,310278,0.9369997978210449,0.7145939469337463,25,train
OCCOB(c1cccc(c1)N=C(C=C)O)O,316636,0.9999998211860657,0.6369484066963196,31,train
CCC(CB1NC(C(O1)c1ccccc1)C)O,316637,1.0,0.8685869574546814,37,train
OB(c1ccccc1SC(C)(C)C)O,317164,0.9999999403953552,0.7937096357345581,29,train
CCCOc1ccc(c(c1)N)B(O)O,317254,0.9699998497962952,0.7433079481124878,28,train
CSc1ccc(c(c1)N)B(O)O,317270,0.9700000882148743,0.743307888507843,22,train
CNc1ccc(c(c1)N)B(O)O,317303,0.9699997901916504,0.7433080673217773,23,train
COc1ccnc(c1B(O)O)OC,317766,0.9999997615814209,0.3717372417449951,23,train
CCCCOC(=O)c1ccc(c(c1)N)B(O)O,319790,0.9699998497962952,0.7433083653450012,33,train
CCCCCCc1ccccc1OB(O)O,323402,0.9700000286102295,0.43911468982696533,35,train
CCC(c1ccccc1OB(O)O)C,323465,0.9999999403953552,0.5368724465370178,29,train
CC(Cc1ccccc1OB(O)O)C,323527,0.9999998807907104,0.4495476484298706,29,train
CCCCCc1ccccc1OB(O)O,323551,0.9999999403953552,0.5383103489875793,32,train
Fc1ncc(c(c1)B(O)O)C(=O)O,324166,0.937000036239624,0.5273447036743164,18,train
Cc1cc(B(O)O)c(c(c1)F)C(=N)O,329231,0.9999999403953552,0.501064658164978,23,train
CCc1ccccc1C(=C)B(O)O,337085,0.9999999403953552,0.5917697548866272,26,train
CCCCC(OB(O)O)OCc1ccccc1,340390,1.0,0.8482141494750977,36,train
BrCc1cccc(c1)OB(O)O,342180,0.9699999690055847,0.786307156085968,20,train
COc1cccc(c1OB(O)O)F,343903,1.0,0.5201262831687927,21,train
OB(N=C(CNC1CNCC1)O)O,345967,0.9999999403953552,0.5352266430854797,27,train
OB(C1CCCCC1)OC1CCCCC1,347655,0.9699999690055847,0.7039439082145691,38,train
CC1CCCC1(C)OB(C1(C)CCCC1C)O,349735,0.9999998807907104,0.8471692800521851,44,train
OB(Oc1ccc(c(c1)N(=O)=O)N=C(O)C)O,350266,0.937000036239624,0.7754084467887878,26,train
O=C(OC(C)(C)C)OB(c1ccc[nH]1)O,352084,1.0000003576278687,0.6565186977386475,29,train
OCc1ccc(cc1B(O)O)N=C(C(=C)C)O,352127,1.0,0.40715688467025757,31,train
Nc1ccc(c(c1)C(=O)O)B(O)O,352512,0.9369999766349792,0.527466356754303,21,train
CC(=Nc1c(cccc1B(O)O)N=C(O)C)O,352517,0.9999999403953552,0.40873950719833374,30,train
CCCOc1ccc(c(c1)B(O)O)N,352542,0.9699999094009399,0.7429424524307251,28,train
CCCc1ccc(c(c1)B(O)O)N,352580,0.9699997901916504,0.7429424524307251,27,train
Oc1ccc(c(c1)B(O)O)N,352620,0.9369999766349792,0.7429423928260803,19,train
CC(c1ccc(c(c1)B(O)O)N)C,352650,0.9699999094009399,0.7429423332214355,27,train
OB(c1cccc(c1OC(C)(C)C)N)O,352668,0.9699998497962952,0.9372504949569702,31,train
CC(=Nc1cc(ccc1N=C(O)C)B(O)O)O,352719,0.9369998574256897,0.5026839971542358,30,train
OCc1cccc(c1B(O)O)CO,352779,0.9999998211860657,0.8089401125907898,24,train
CCSc1ccc(c(c1)B(O)O)N,352858,0.9699997901916504,0.7429424524307251,25,train
CC(=Nc1cc(cc(c1)N=C(O)C)B(O)O)O,352874,0.9369999170303345,0.7363657355308533,30,train
CNc1ccc(c(c1)B(O)O)NC,352912,0.9699998497962952,0.7429423928260803,26,train
CCNc1ccc(c(c1)B(O)O)N,352915,0.9699999690055847,0.7429424524307251,26,train
CC(=Nc1ccc(c(c1)B(O)O)N=C(O)C)O,352933,0.9370000958442688,0.7754085063934326,30,train
Oc1ccc(c(c1)B(O)O)N=C(O)C,352952,0.9369999766349792,0.7754086256027222,24,train
OB(c1cccc(c1C(=N)O)C(=N)O)O,352964,0.9999995827674866,0.7585490345954895,24,train
Sc1ccc(c(c1)N)B(O)O,353000,0.9699999094009399,0.7433083057403564,19,train
CCCCc1ccc(c(c1)B(O)O)N,353074,0.9699998497962952,0.7429423332214355,30,train
OCc1ccc(c(c1)B(O)O)N,353101,0.9700000286102295,0.7429423928260803,22,train
CNc1ccc(c(c1)B(O)O)N,353115,0.970000147819519,0.742942214012146,23,train
CCCCc1ccc(c(c1)N)B(O)O,353119,0.9699996709823608,0.7433081865310669,30,train
CC(c1ccc(c(c1)N)B(O)O)C,353163,0.9699999690055847,0.7433080673217773,27,train
OCc1ccc(c(c1)N)B(O)O,353203,0.9699999094009399,0.7433080077171326,22,train
CCOc1ccc(c(c1)N)B(O)O,353226,0.9699996113777161,0.7433087229728699,25,train
CCCOc1cccc(c1B(O)O)OCCC,353264,0.9699999094009399,0.35585588216781616,36,train
CN(c1ccc(c(c1)N)B(O)O)C,353270,0.9699999094009399,0.7433083057403564,26,train
CCSc1ccc(c(c1)N)B(O)O,353355,0.9699999094009399,0.7433087229728699,25,train
Nc1ccc(c(c1)N(C)C)B(O)O,353417,0.9699999094009399,0.3971380591392517,26,train
OB(c1c(cccc1N=C(O)C)N=C(O)C)O,353468,1.0,0.39584881067276,30,train
CCNc1ccc(c(c1)NCC)B(O)O,353512,0.9700000286102295,0.743308424949646,32,train
Oc1ccc(c(c1)N)B(O)O,353537,0.9369999766349792,0.7433079481124878,19,train
CCc1ccc(c(c1)B(ON)O)CC,353563,1.0,0.49588900804519653,30,train
CCNc1ccc(c(c1)B(O)O)NCC,353564,0.9699997305870056,0.7429423332214355,32,train
CSc1ccc(c(c1)B(O)O)N,353569,0.9699999690055847,0.7429424524307251,22,train
Fc1ccc(c(c1)N)B(O)O,353571,0.9699999094009399,0.7433083057403564,18,train
CCCCOc1ccc(c(c1)B(O)O)N,353580,0.9700000286102295,0.7429424524307251,31,train
CCCCOc1ccc(c(c1)N)B(O)O,353589,0.9699997901916504,0.7433082461357117,31,train
CSc1cccc(c1B(O)O)SC,353613,0.9999999403953552,0.6476083993911743,24,train
CCc1ccc(c(c1)N)B(O)O,353620,0.9699999690055847,0.7433083057403564,24,train
CCNc1ccc(c(c1)N)B(O)O,353623,0.9699998497962952,0.7433077096939087,26,train
